County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude
BLAIR,0.726485446,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,7,7,42,13,40.48555024,-78.34907687
BRADFORD,0.377570694,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,8,8,42,15,41.79117814,-76.51825624
BUCKS,0.910713635,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,9,9,42,17,40.33501133,-75.11291241
BUTLER,0.698396275,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,10,10,42,19,40.91083185,-79.91711779
CAMBRIA,1.016106847,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,11,11,42,21,40.49127491,-78.71894174
CAMERON,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,No Emergency Department Identified in County.,12,12,42,23,41.43880265,-78.20916932
CARBON,0.946779515,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,13,13,42,25,40.91936701,-75.71107039
CENTRE,1.773122476,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,14,14,42,27,40.9193135,-77.82500112
CHESTER,0.6805311,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498
CLARION,0.525262631,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,16,16,42,31,41.19279129,-79.42483608
CLEARFIELD,0.487171159,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,17,17,42,33,41.000429,-78.47558343
CLINTON,0,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,18,18,42,35,41.23286274,-77.6428376
COLUMBIA,0.632653061,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,19,19,42,37,41.04912086,-76.4100218
CRAWFORD,0.76813992,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,20,20,42,39,41.68546907,-80.11321083
CUMBERLAND,0.718341363,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,21,21,42,41,40.16759839,-77.26866271
DAUPHIN,0.828998363,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,22,22,42,43,40.41974636,-76.77960568
DELAWARE,1.185491006,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,23,23,42,45,39.91657867,-75.40627712
ELK,0.673886883,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,24,24,42,47,41.42819416,-78.64947713
ERIE,0.853399154,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,49,41.99413787,-80.0407591
FAYETTE,0.788342093,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,26,26,42,51,39.9194478,-79.65189635
FOREST,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,No Emergency Department Identified in County.,27,27,42,53,41.51357876,-79.23780995
FRANKLIN,0.612682528,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,28,28,42,55,39.92786197,-77.72398845
FULTON,0.360230548,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,29,29,42,57,39.92487511,-78.11485045
GREENE,0.168431184,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,30,30,42,59,39.85480393,-80.22943817
HUNTINGDON,0.665956313,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,31,31,42,61,40.416105,-77.9827661
INDIANA,0.761824146,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,32,32,42,63,40.65295497,-79.09333493
JEFFERSON,0.311720698,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,33,33,42,65,41.13139091,-79.00101814
JUNIATA,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,No Emergency Department Identified in County.,34,34,42,67,40.53433008,-77.405775
LACKAWANNA,0.78807947,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,35,35,42,69,41.43910064,-75.61218345
LANCASTER,0.908021771,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,36,36,42,71,40.04590796,-76.25138768
LAWRENCE,1.087478011,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,37,37,42,73,40.99325035,-80.33754114
LEBANON,0.538171754,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,38,38,42,75,40.367597,-76.46182575
LEHIGH,0.758941553,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,39,39,42,77,40.61464794,-75.60099481
LUZERNE,1.074659106,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,40,40,42,79,41.17836439,-75.9919961
LYCOMING,0.381405119,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,41,41,42,81,41.34459792,-77.06942457
MCKEAN,0.376001308,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,42,42,42,83,41.81037074,-78.5712202
MERCER,0.740929995,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,43,43,42,85,41.30237777,-80.26009411
MIFFLIN,0.380096752,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,44,44,42,87,40.61274928,-77.62003089
MONROE,0.559557949,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,45,45,42,89,41.06091787,-75.34083603
MONTGOMERY,0.419194042,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,46,46,42,91,40.20989874,-75.37252001
MONTOUR,0.48004267,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,47,47,42,93,41.02801824,-76.66470527
NORTHAMPTON,0.670365814,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,95,40.7545954,-75.31263726
NORTHUMBERLAND,0.491141905,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,49,49,42,97,40.85150926,-76.71188423
PENNSYLVANIA,0.814118112,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,0,0,42,0,39.346129,-75.167756
PERRY,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,No Emergency Department Identified in County.,50,50,42,99,40.40415317,-77.25907385
PHILADELPHIA,0.935570551,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,51,51,42,101,40.00444354,-75.140236
PIKE,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,No Emergency Department Identified in County.,52,52,42,103,41.332572,-75.03270924
POTTER,0,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,53,53,42,105,41.74420644,-77.89879229
SCHUYLKILL,0.630875804,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,54,54,42,107,40.70751243,-76.22332385
SNYDER,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,No Emergency Department Identified in County.,55,55,42,109,40.77113737,-77.07255968
SOMERSET,0.50530571,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,56,56,42,111,39.97146299,-79.03100206
SULLIVAN,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,No Emergency Department Identified in County.,57,57,42,113,41.4480994,-76.5147922
SUSQUEHANNA,0.597524541,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,58,58,42,115,41.8205686,-75.80250303
TIOGA,0.63246662,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,59,59,42,117,41.77333834,-77.25788076
UNION,0.503225806,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,60,60,42,119,40.96473131,-77.06415803
VENANGO,0.520904729,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,61,61,42,121,41.40341259,-79.76286561
WARREN,0.352659049,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,62,62,42,123,41.81675237,-79.27858158
WASHINGTON,0.773686716,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,63,63,42,125,40.19109663,-80.25180083
WAYNE,0.577589526,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,64,64,42,127,41.64969805,-75.3051535
WESTMORELAND,0.828433004,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,65,65,42,129,40.310315,-79.47134118
WYOMING,0,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,66,66,42,131,41.51892488,-76.01813003
YORK,0.990602843,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q1,2017,2017-01-01,,67,67,42,133,39.92192531,-76.72576052
ADAMS,0.535947712,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,1,1,42,1,39.87209565,-77.22224271
ALLEGHENY,1.044123139,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,2,2,42,3,40.46735543,-79.98619843
ARMSTRONG,0.76534296,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,3,3,42,5,40.81509526,-79.47316899
BEAVER,0.098591549,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,4,4,42,7,40.68349245,-80.35107356
BEDFORD,0.656311529,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,5,5,42,9,40.00737536,-78.49116474
BERKS,0.864348678,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,6,6,42,11,40.41939635,-75.93077327
BLAIR,0.696365984,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,7,7,42,13,40.48555024,-78.34907687
BRADFORD,0.299244408,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,8,8,42,15,41.79117814,-76.51825624
BUCKS,1.077659026,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,9,9,42,17,40.33501133,-75.11291241
BUTLER,0.576344086,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,10,10,42,19,40.91083185,-79.91711779
CAMBRIA,0.893155657,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,11,11,42,21,40.49127491,-78.71894174
CAMERON,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,No Emergency Department Identified in County.,12,12,42,23,41.43880265,-78.20916932
CARBON,1.280968468,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,13,13,42,25,40.91936701,-75.71107039
CENTRE,1.259445844,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,14,14,42,27,40.9193135,-77.82500112
CHESTER,0.613238461,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498
CLARION,0.4784689,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,16,16,42,31,41.19279129,-79.42483608
LEHIGH,0.909308447,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,39,39,42,77,40.61464794,-75.60099481
CLEARFIELD,0.824335307,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,17,17,42,33,41.000429,-78.47558343
CLINTON,-3,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,Not displayed when count is between 1 and 4.,18,18,42,35,41.23286274,-77.6428376
COLUMBIA,0.660914265,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,19,19,42,37,41.04912086,-76.4100218
CRAWFORD,0.581395349,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,20,20,42,39,41.68546907,-80.11321083
CUMBERLAND,0.902672267,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,21,21,42,41,40.16759839,-77.26866271
DAUPHIN,0.917665595,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,22,22,42,43,40.41974636,-76.77960568
DELAWARE,1.450252951,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,23,23,42,45,39.91657867,-75.40627712
ELK,0.316205534,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,24,24,42,47,41.42819416,-78.64947713
ERIE,0.801624915,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,49,41.99413787,-80.0407591
FAYETTE,0.973887638,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,26,26,42,51,39.9194478,-79.65189635
FOREST,-2,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,No Emergency Department Identified in County.,27,27,42,53,41.51357876,-79.23780995
FRANKLIN,0.661940999,Any Drug Overdose,Percent of Emergency Department Visits Related to Overdose,Quarterly Rates,2017 Q2,2017,2017-04-01,,28,28,42,55,39.92786197,-77.72398845
