Drug Take-Back Site,Zip Code,County,County Code Number,County Code,FIPS County Code,State FIPS,Phone Number,Hours of Availability,Address,City,Latitude,Longitude
Shamokin Dam Police Dept.,17876,Snyder,55,55,55,42,(570) 743-2671,"Monday-Friday, 9am-4:30pm","42 W. 8th Avenue
Shamokin Dam, Pennsylvania
",Shamokin Dam,40.8483,-76.8191
Snyder County Sheriff's Office,17842,Snyder,55,55,55,42,(570) 837-3311,"Monday-Friday, 8am-4pm; and Tuesday/Thursday, 7pm-9pm","12 South Main Street
Middleburg, Pennsylvania
",Middleburg,40.7914,-77.046
State Police-Troop F / Selinsgrove,17870,Snyder,55,55,55,42,NA,NA,"204 Universal Rd.
Selinsgrove, Pennsylvania
",Selinsgrove,40.8089,-76.9131
Somerset Borough Police Dept.,15501,Somerset,56,56,56,42,(814) 445-4596,"Monday-Friday, 8am-4:30pm","340 West Main Street
Somerset, Pennsylvania
",Somerset,40.0085,-79.0841
State Police-Troop A / Somerset,15501,Somerset,56,56,56,42,NA,NA,"142 Sagamore St.
Somerset, Pennsylvania
",Somerset,40.0308,-79.0815
State Police-Troop P / Laporte,18626,Sullivan,57,57,57,42,NA,NA,"5837 US Hwy 220
Laporte, Pennsylvania
",Laporte,41.4268,-76.4899
Sullivan County Courthouse ,18626,Sullivan,57,57,57,42,(570) 946-7361,Contact location for hours,"245 Muncy Street
Laporte, Pennsylvania
",Laporte,41.4237,-76.4938
State Police-Troop R / Gibson,18834,Susquehanna,58,58,58,42,NA,NA,"2856 SR 848
New Milford, Pennsylvania
",New Milford,41.8304,-75.6881
Susquehanna County Court House,18801,Susquehanna,58,58,58,42,(570) 278-4600,"Monday-Friday, 8:30am-4:30pm","105 Maple St
Montrose, Pennsylvania
",Montrose,41.832,-75.873
Blossburg Borough Police Department,16912,Tioga,59,59,59,42,(570) 638-3134,"Monday-Friday, 9am-5pm, or by appointment","245 Main Street
Blossburg, Pennsylvania
",Blossburg,41.6808,-77.065
Elkland Borough Police,16920,Tioga,59,59,59,42,(814) 258-5419 ,"Monday-Friday, 8am-4pm, or by appointment","105 Parkhurst St.
Elkland, Pennsylvania
",Elkland,41.9872,-77.3137
Gaines Police Department,16921,Tioga,59,59,59,42,(814) 367-2769,By appointment,"45 Division Street
Gaines, Pennsylvania
",Gaines,41.7524,-77.5549
State Police-Troop F / Mansfield,16933,Tioga,59,59,59,42,NA,NA,"785 Lambs Creek Rd
Mansfield, Pennsylvania
",Mansfield,41.8144,-77.089
Wellsboro Borough Police Station ,16901,Tioga,59,59,59,42,(570) 724-4400,Contact location for hours,"28 Crafton St
Wellsboro, Pennsylvania
",Wellsboro,41.7472,-77.3003
Westfield Police Department,16950,Tioga,59,59,59,42,(814) 367-2769,"Monday-Friday, 8am-4pm","429 East Main Street
Westfield, Pennsylvania
",Westfield,41.921,-77.534
Mifflinburg Police Dept.,17844,Union,60,60,60,42,(570) 966-1027,Contact location for hours,"120 North 3rd Street
Mifflinburg, Pennsylvania
",Mifflinburg,40.9203,-77.0458
Union County Sheriff's Office,17837,Union,60,60,60,42,(570) 524-8716,Contact location for hours,"103 South 2nd Street
Lewisburg, Pennsylvania
",Lewisburg,40.9633,-76.8824
City of Franklin Police Dept.,16323,Venango,61,61,61,42,(814) 437-1644,"7 days a week, 24 hours a day","430 13th Street, Ste. B-2
Franklin, Pennsylvania
",Franklin,41.3972,-79.832
Oil City Police Dept.,16301,Venango,61,61,61,42,(814) 678-3080,"7 days a week, 24 hours a day","21 Seneca Street
Oil City, Pennsylvania
",Oil City,41.4331,-79.7079
State Police-Troop E / Franklin,16323,Venango,61,61,61,42,NA,NA,"6724 US 322
Franklin, Pennsylvania
",Franklin,41.3531,-79.7293
Sugarcreek Borough Police Dept.,16323,Venango,61,61,61,42,(814) 437-3703,"Monday-Friday, 8am-4pm","212 Fox Street
Franklin, Pennsylvania
",Franklin,41.4079,-79.8266
City of Warren Police Dept.,16365,Warren,62,62,62,42,(814) 723-2700,"Monday-Friday, 8am-5pm, or by appointment","318 W Third Ave
Warren, Pennsylvania
",Warren,41.8465,-79.1493
State Police-Troop E / Warren,16365,Warren,62,62,62,42,NA,NA,"22001 Rt 6
Warren, Pennsylvania
",Warren,41.845,-79.2257
Warren County SheriffÆs Department,16365,Warren,62,62,62,42,NA,NA,"407 Market St
Warren, Pennsylvania
",Warren,41.8488,-79.1469
Youngsville Borough Police Department,16371,Warren,62,62,62,42,(814) 563-7555,"Monday-Friday, 8am-4pm, or by appointment","40 Railroad St
Youngsville, Pennsylvania
",Youngsville,41.8504,-79.3173
Beallsville Borough Police Dept.,15313,Washington,63,63,63,42,(724) 632-5420,Contact location for hours,"82A South Street
Beallsville, Pennsylvania
",Beallsville,40.0637,-80.0228
Bentleyville Municipal Bldg,15315,Washington,63,63,63,42,(724) 239-2701,"Monday-Friday, 8am-4pm","900 Main Street
Bentleyville, Pennsylvania
",Bentleyville,40.1213,-80.0057
California Borough Police Dept.,15419,Washington,63,63,63,42,(724) 938-3233,"Monday-Friday, 8:30am-4:30pm","225 Third Street
California, Pennsylvania
",California,40.0666,-79.8922
California University Public Safety,15419,Washington,63,63,63,42,(724) 938-4299,"Monday-Friday, 8:30am-4:30pm","250 University Avenue
California, Pennsylvania
",California,40.0643,-79.8843
Canonsburg Police Dept.,15317,Washington,63,63,63,42,(724) 745-8020,"Monday-Friday, 8am-12pm and 1pm-4pm","68 East Pike Street
Canonsburg, Pennsylvania
",Canonsburg,40.2588,-80.1848
Carroll Township Police Dept.,15063,Washington,63,63,63,42,(724) 483-5556,"Monday-Friday, 8am-3pm","130 Baird Street
Monongahela, Pennsylvania
",Monongahela,40.1694,-79.9145
Centerville Borough Police Dept. ,15417,Washington,63,63,63,42,(724) 785-9210,"Monday-Friday, 8am-3pm","100 East End Road
Brownsville, Pennsylvania
",Brownsville,40.0289,-79.9176
Charleroi Regional Police Dept.,15022,Washington,63,63,63,42,(724) 483-3418,"Monday-Friday, 8am-4pm","338 Fallowfield Avenue
Charleroi, Pennsylvania
",Charleroi,40.1369,-79.8967
Donegal Police Dept.,15376,Washington,63,63,63,42,(724) 484-4017,"Monday-Friday, 8am-6pm","34 N. Liberty Street
West Alexander, Pennsylvania
",West Alexander,40.1066,-80.5084
East Bethlehem Police Dept.,15333,Washington,63,63,63,42,(724) 377-1851,Contact location for hours,"36 Water Street
Fredericktown, Pennsylvania
",Fredericktown,39.9997,-79.9967
McDonald Police Dept.--Burgettstown Station,15021,Washington,63,63,63,42,(724) 926-2105,"7 days a week, 24 hours a day","1509 Main Street
Burgettstown, Pennsylvania
",Burgettstown,40.382,-80.3932
Monongahela Police Dept.,15063,Washington,63,63,63,42,(724) 258-5511,By appointment,"451 W. Main Street
Monongahela, Pennsylvania
",Monongahela,40.2037,-79.9274
North Franklin Police Dept.,15301,Washington,63,63,63,42,(724) 228-9610,"Monday-Friday, 8am-4pm","620 Franklin Farms Road
Washington, Pennsylvania
",Washington,40.1519,-80.2672
North Strabane Police Dept.,15317,Washington,63,63,63,42,(724) 746-8474,"Monday-Friday, 8am-4:30pm","1929 Route 519 South
Canonsburg, Pennsylvania
",Canonsburg,40.2361,-80.1693
PeterÆs Twp Police Dept,15317,Washington,63,63,63,42,(724) 942-5030,"Monday-Friday, 8am-4pm","200 Municipal Drive
McMurray, Pennsylvania
",McMurray,40.2799,-80.0818
Smith Township Police Dept.,15078,Washington,63,63,63,42,(724) 947-5069,"Monday-Friday, 9am-3pm","1848 Smith Twp. State Road
Slovan, Pennsylvania
",Slovan,40.3546,-80.3909
South Strabane Police Dept.,15301,Washington,63,63,63,42,(724) 225-8111,"Monday-Friday, 8am-4:30pm","550 Washington Road
Washington, Pennsylvania
",Washington,40.2492,-80.2574
Southwest Regional Police Dept.,15012,Washington,63,63,63,42,(724) 929-8484,"Monday-Friday, 8am-4pm","212 State Street
Belle Vernon, Pennsylvania
",Belle Vernon,40.1286,-79.8701
State Police-Troop B / Washington,15330,Washington,63,63,63,42,NA,NA,"150 Rt 519
Eighty Four, Pennsylvania
",Eighty Four,40.1342,-80.1314
Washington & Jefferson College Security,15301,Washington,63,63,63,42,(724) 223-6032,Contact location for hours,"60 South Lincoln Street
Washington, Pennsylvania
",Washington,40.1706,-80.2405
Washington County Courthouse (c/o Office of the Sheriff),15301,Washington,63,63,63,42,NA,NA,"1 S Main St #2004
Washington, Pennsylvania
",Washington,40.1704,-80.2458
Washington County Office of the Sheriff,15301,Washington,63,63,63,42,(724) 228-6840,Contact location for hours,"100 West Beau Street, Suite 303
Washington, Pennsylvania
",Washington,40.1702,-80.2472
West Brownsville Police Dept.,15417,Washington,63,63,63,42,(724) 785-8434,Contact location for hours,"235 Main Street
West Brownsville, Pennsylvania
",West Brownsville,40.0263,-79.887
State Police-Troop R / Honesdale,18431,Wayne,64,64,64,42,NA,NA,"RR6, 14 Collan Park
Honesdale, Pennsylvania
",Honesdale,41.5109,-75.2785
Wayne County District Attorney's Office,18431,Wayne,64,64,64,42,(570) 253-4912,"Monday-Friday, 8:30am-4:30pm","925 Court Street
Honesdale, Pennsylvania
",Honesdale,41.5747,-75.2541
Allegheny Township Police Dept.,15656,Westmoreland,65,65,65,42,(724) 845-9410,"7 days a week, 24 hours a day","136 Community Building Rd.
Leechburg, Pennsylvania
",Leechburg,40.6095,-79.6102
Avonmore Borough Police Dept.,15618,Westmoreland,65,65,65,42,(724) 697-4747,"Monday-Friday, 8am-4pm","619 Allegheny Avenue
Avonmore, Pennsylvania
",Avonmore,40.5288,-79.4621
Borough of Ligonier Police Dept.,15658,Westmoreland,65,65,65,42,(724) 238-5611,"Monday-Friday, 8am-5pm","112 North Fairfield Street
Ligonier, Pennsylvania
",Ligonier,40.2443,-79.2384
Borough of Trafford Police Dept.,15085,Westmoreland,65,65,65,42,(412) 372-7652,"Monday-Friday, 7am-3pm","414 Brinton Avenue
Trafford, Pennsylvania
",Trafford,40.3853,-79.7609
City of Arnold Police Dept.,15068,Westmoreland,65,65,65,42,(724) 339-9663,"7 days a week, 24 hours a day","601 Drey Street
Arnold, Pennsylvania
",Arnold,40.5802,-79.7676
City of Greensburg Police Dept.,15601,Westmoreland,65,65,65,42,(724) 838-4324,"7 days a week, 24 hours a day","416 S. Main Street
Greensburg, Pennsylvania
",Greensburg,40.2989,-79.5435
City of Latrobe Police Dept.,15650,Westmoreland,65,65,65,42,(724) 537-5526,"Monday-Friday, 8am-4pm","901 Jefferson Street
Latrobe, Pennsylvania
",Latrobe,40.3151,-79.3857
City of Lower Burrell Police Dept.,15068,Westmoreland,65,65,65,42,(724) 339-4287,"Monday-Friday, 8am-4pm","2800 Bethel Street
Lower Burrell, Pennsylvania
",Burrell,40.5882,-79.7284
City of Monessen Police Dept.,15062,Westmoreland,65,65,65,42,(724) 684-6151,"Monday-Friday, 8:30am-4:30pm","239 Donner Avenue
Monessen, Pennsylvania
",Monessen,40.161,-79.8813
City of New Kensington Police Dept.,15068,Westmoreland,65,65,65,42,(724) 337-4523,"7 days a week, 24 hours a day","301 Eleventh Street
New Kensington, Pennsylvania
",New Kensington,40.5684,-79.768
Delmont Police Dept.,15626,Westmoreland,65,65,65,42,(724) 468-8501,"7 days a week, 24 hours a day","77 Greensburg Street
Delmont, Pennsylvania
",Delmont,40.4104,-79.5717
Irwin Police Dept. ,15642,Westmoreland,65,65,65,42,(724) 864-3103,"7 days a week, 24 hours a day","424 Main Street
Irwin, Pennsylvania
",Irwin,40.3315,-79.7115
Ligonier Township Police Dept.,15658,Westmoreland,65,65,65,42,(724) 238-5105,"Monday-Friday, 7am-3:30pm","One Municipal Park Drive
Ligonier, Pennsylvania
",Ligonier,40.2595,-79.2066
Mt. Pleasant Police Dept.,15666,Westmoreland,65,65,65,42,(724) 547-7210,"7 days a week, 24 hours a day","Box 119, Etze Avenue
Mt. Pleasant, Pennsylvania
",Mt. Pleasant,40.149,-79.5411
Murrysville Police Dept.,15668,Westmoreland,65,65,65,42,(724) 327-2111,"Monday-Friday, 6am-12am","4120 Sardis Road
Murrysville, Pennsylvania
",Murrysville,40.4579,-79.6646
North Huntington Township Police Department,15642,Westmoreland,65,65,65,42,(724) 863-8800,"7 days a week, 24 hours a day","11279 Center Highway
Irwin, Pennsylvania
",Irwin,40.3302,-79.73
Penn Township Police Dept.,15642,Westmoreland,65,65,65,42,(724) 863-1119,"Monday-Friday, 8am-4pm","2000 Commercial Drive
Irwin, Pennsylvania
",Irwin,40.3589,-79.6796
Rostraver Township Police Dept.,15012,Westmoreland,65,65,65,42,(724) 929-8811,"Monday-Friday, 8am-4pm","205 Municipal Drive
Belle Vernon, Pennsylvania
",Belle Vernon,40.1645,-79.7742
Saint Vincent College Dept. of Public Safety,15650,Westmoreland,65,65,65,42,(724) 805-2186,"Monday-Friday, 8am-4:30pm","300 Fraser Purchase Road
Latrobe, Pennsylvania
",Latrobe,40.2924,-79.4057
Seward Borough Police Dept.,15954,Westmoreland,65,65,65,42,(814) 446-6164,Contact location for hours,"233 Indiana Street
Seward, Pennsylvania
",Seward,40.4155,-79.0231
State Police-Troop A / Greensburg,15601,Westmoreland,65,65,65,42,NA,NA,"100 N Westmoreland Ave.
Greensburg, Pennsylvania
",Greensburg,40.3066,-79.53
Upper Burrell Township Police Dept.,15068,Westmoreland,65,65,65,42,(724) 335-0664,"Monday-Friday, 8am-5pm, or by appointment","3735 Seventh Street
New Kensington, Pennsylvania
",New Kensington,40.5692,-79.7309
Vandergrift Police Dept.,15690,Westmoreland,65,65,65,42,(724) 568-5507,"Monday-Friday, 8am-4pm","109 Grant Avenue
Vandergrift, Pennsylvania
",Vandergrift,40.6042,-79.5642
Washington Twp. Police Dept.,15613,Westmoreland,65,65,65,42,(724) 727-3410,"Monday-Friday, 7am-3pm","289 Pine Run Church Road
Apollo, Pennsylvania
",Apollo,40.5471,-79.6045
West Newton Police Dept.,15089,Westmoreland,65,65,65,42,(724) 872-8610,Contact location for hours,"112 South Water Street
West Newton, Pennsylvania
",West Newton,40.2097,-79.7682
Westmoreland County Park Police,15601,Westmoreland,65,65,65,42,(724) 830-3469,"7 days a week, 24 hours a day","2 North Main Street
Greensburg, Pennsylvania
",Greensburg,40.3032,-79.5453
State Police-Troop P / Tunkhannock,18657,Wyoming,66,66,66,42,NA,NA,"6039 SR
Tunkhannock, Pennsylvania
",Tunkhannock,41.5419,-75.9542
Wyoming County Sheriff's Dept.,18657,Wyoming,66,66,66,42,(570) 836-4681,Contact location for hours,"1 Courthouse Square
Tunkhannock, Pennsylvania
",Tunkhannock,41.5402,-75.9481
Carroll Township Police Department,17019,York,67,67,67,42,(717) 432-3317,"Monday-Friday, 8:30am-4:30pm","555 Chestnut Grove Road
Dillsburg, Pennsylvania
",Dillsburg,40.1097,-76.9862
Fairview Township Police Department,17070,York,67,67,67,42,(717) 901-5267,"Monday-Friday, 8am-4:30pm","145 Limekiln Road, Suite 600
New Cumberland, Pennsylvania
",New Cumberland,40.2145,-76.8743
Lower Windsor Township Police Department,17368,York,67,67,67,42,(717) 244-6813,"Monday-Friday, 8am-4:30pm","2425 Craley Road
Wrightsville, Pennsylvania
",Wrightsville,39.9475,-76.5102
Northeastern Regional Police Department,17347,York,67,67,67,42,(717) 266-6195,"Monday-Friday, 7:30am-4pm","5570 Broad Road
Mount Wolf, Pennsylvania
",Mount Wolf,40.0632,-76.7039
Northern York County Regional Police Department,17315,York,67,67,67,42,(717) 292-3647,"Monday-Friday, 8am-4:30pm","1445 East Canal Road
Dover, Pennsylvania
",Dover,40.0086,-76.8284
Penn Township Police Department,17331,York,67,67,67,42,(717) 637-8751,"Monday-Friday, 8am-4:30pm","20 Wayne Avenue
Hanover, Pennsylvania
",Hanover,39.7942,-76.9687
Southern Regional Police Department,17349,York,67,67,67,42,(717) 235-3944,"Monday-Friday, 8am-4pm","47 E. High Street
New Freedom, Pennsylvania",New Freedom,39.7344,-76.7014
Southwestern Regional Police Department,17362,York,67,67,67,42,(717) 225-1344,"Monday-Friday, 8am-4:30pm","6115 Thoman Drive
Spring Grove, Pennsylvania
",Spring Grove,39.8276,-76.8985
Spring Garden Township Police Department,17403,York,67,67,67,42,(717) 843-0851,"Monday-Friday, 8am-4:30pm","340 Tri Hill Road
Spring Garden Township, Pennsylvania",Spring Garden Township,39.9418,-76.7081
Springettsbury Township Police Department,17402,York,67,67,67,42,(717) 757-3525,"Monday-Friday, 8am-5pm","1501 Mount Zion Road
York, Pennsylvania",York,39.9911,-76.6699
State Police-Troop H / York,17403,York,67,67,67,42,NA,NA,"110 Trooper Ct.
York, Pennsylvania",York,39.8632,-76.7016
Walgreens Pharmacy (York Location),17402,York,67,67,67,42,(717) 840-3846 ,Contact location for hours,"2350 E Market Street
York, Pennsylvania",York,39.9735,-76.6804
WellSpan Pharmacy (York),17403,York,67,67,67,42,(717) 741-8150,"Monday-Friday, 8am-8pm; Saturday 8am-12pm","25 Monument Road, Suite 265
York, Pennsylvania",York,39.9247,-76.7166
West Manchester Towship Police Dept.,17408,York,67,67,67,42,(717) 792-6514,"Monday-Friday, 8am-4:30pm, or by appointment","380 East Berlin Road
York, Pennsylvania",York,39.9516,-76.7844
West York Borough Police Department,17404,York,67,67,67,42,(717) 854-1975,"Monday-Friday, 9am-4:30pm","1381 W. Poplar Street
York, Pennsylvania",York,39.9512,-76.7573
York Area Police Department,17402,York,67,67,67,42,(717) 741-1259,"Monday-Friday, 8am-5pm","33 Oak Street
York, Pennsylvania",York,39.9208,-76.6825
York City Police Dept.,17401,York,67,67,67,42,(717) 846-1234,"Monday-Friday, 6 am-10:30 pm; call for weekend hours","50 West King Street
York, Pennsylvania",York,39.9604,-76.7285
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Select All,NA,NA
